phenotype_name,accession_id,accession_name,accession_cs_number,accession_longitude,accession_latitude,accession_country,value,obs_unit_id
Ni60,7351,Ty-0,,-5.23439,56.4278,UK,6.929747006,12170
Ni60,7378,Uk-1,CS76620,7.7667,48.0333,GER,6.379004469,12171
Ni60,7378,Uk-1,CS76620,7.7667,48.0333,GER,5.777042075,12172
Ni60,7378,Uk-1,CS76620,7.7667,48.0333,GER,6.280174822,12173
Ni60,7378,Uk-1,CS76620,7.7667,48.0333,GER,6.738385002,12174
Ni60,7378,Uk-1,CS76620,7.7667,48.0333,GER,6.594632789,12175
Ni60,7378,Uk-1,CS76620,7.7667,48.0333,GER,6.199314202,12176
Ni60,7379,Uk-2,,7.7667,48.0333,GER,7.971209461,12177
Ni60,7379,Uk-2,,7.7667,48.0333,GER,7.049861874,12178
Ni60,7379,Uk-2,,7.7667,48.0333,GER,7.950505021,12179
Ni60,7379,Uk-2,,7.7667,48.0333,GER,6.915283013,12180
Ni60,7379,Uk-2,,7.7667,48.0333,GER,7.412189577,12181
Ni60,7379,Uk-2,,7.7667,48.0333,GER,7.681347299,12182
Ni60,7382,Utrecht,CS76622,5.1145,52.0918,NED,6.793395383,12183
Ni60,7382,Utrecht,CS76622,5.1145,52.0918,NED,5.991872475,12184
Ni60,7382,Utrecht,CS76622,5.1145,52.0918,NED,6.128717849,12185
Ni60,7382,Utrecht,CS76622,5.1145,52.0918,NED,6.128717849,12186
Ni60,7382,Utrecht,CS76622,5.1145,52.0918,NED,6.656550009,12187
Ni60,7382,Utrecht,CS76622,5.1145,52.0918,NED,6.519704634,12188
Ni60,7384,Ven-1,CS76624,5.55,52.0333,NED,7.504842675,12189
Ni60,7384,Ven-1,CS76624,5.55,52.0333,NED,7.903506296,12190
Ni60,7384,Ven-1,CS76624,5.55,52.0333,NED,7.584575399,12191
Ni60,7384,Ven-1,CS76624,5.55,52.0333,NED,8.023105383,12192
Ni60,7384,Ven-1,CS76624,5.55,52.0333,NED,7.464976313,12193
Ni60,7384,Ven-1,CS76624,5.55,52.0333,NED,6.827114518,12194
Ni60,7394,Wa-1,CS76626,21.0,52.3,Poland,5.97954624,12195
Ni60,7394,Wa-1,CS76626,21.0,52.3,Poland,6.68019933,12196
Ni60,7394,Wa-1,CS76626,21.0,52.3,Poland,6.977736944,12197
Ni60,7394,Wa-1,CS76626,21.0,52.3,Poland,6.987334932,12198
Ni60,7394,Wa-1,CS76626,21.0,52.3,Poland,6.910551031,12199
Ni60,7394,Wa-1,CS76626,21.0,52.3,Poland,5.777988501,12200
Ni60,7390,Wag-3,,5.6666,51.9666,NED,7.555975716,12201
Ni60,7390,Wag-3,,5.6666,51.9666,NED,6.693462435,12202
Ni60,7390,Wag-3,,5.6666,51.9666,NED,7.016904916,12203
Ni60,7390,Wag-3,,5.6666,51.9666,NED,7.349331909,12204
Ni60,7390,Wag-3,,5.6666,51.9666,NED,5.830949155,12205
Ni60,7390,Wag-3,,5.6666,51.9666,NED,6.280174822,12206
Ni60,7391,Wag-4,,5.6666,51.9666,NED,7.453598457,12207
Ni60,7391,Wag-4,,5.6666,51.9666,NED,7.484655118,12208
Ni60,7391,Wag-4,,5.6666,51.9666,NED,7.619233979,12209
Ni60,7391,Wag-4,,5.6666,51.9666,NED,7.422541797,12210
Ni60,7391,Wag-4,,5.6666,51.9666,NED,7.619233979,12211
Ni60,7391,Wag-4,,5.6666,51.9666,NED,7.236201836,12212
Ni60,7392,Wag-5,,5.6666,51.9666,NED,5.902640809,12213
Ni60,7392,Wag-5,,5.6666,51.9666,NED,5.448591516,12214
Ni60,7392,Wag-5,,5.6666,51.9666,NED,6.060570998,12215
Ni60,7392,Wag-5,,5.6666,51.9666,NED,6.080312272,12216
Ni60,7392,Wag-5,,5.6666,51.9666,NED,6.67255048,12217
Ni60,7392,Wag-5,,5.6666,51.9666,NED,6.415913923,12218
Ni60,7477,WAR,CS78853,-71.2825,41.7302,US,5.979954323,12219
Ni60,7477,WAR,CS78853,-71.2825,41.7302,US,7.873606525,12221
Ni60,7477,WAR,CS78853,-71.2825,41.7302,US,7.156012006,12222
Ni60,7477,WAR,CS78853,-71.2825,41.7302,US,7.763974029,12223
Ni60,7477,WAR,CS78853,-71.2825,41.7302,US,6.946713605,12224
Ni60,7405,Wc-2,,10.0667,52.6,GER,7.419244371,12225
Ni60,7405,Wc-2,,10.0667,52.6,GER,6.728189268,12226
Ni60,7405,Wc-2,,10.0667,52.6,GER,7.534420222,12227
Ni60,7405,Wc-2,,10.0667,52.6,GER,6.968138956,12228
Ni60,7405,Wc-2,,10.0667,52.6,GER,7.11210877,12229
Ni60,7405,Wc-2,,10.0667,52.6,GER,8.79175659,12230
Ni60,7411,Wl-0,CS76630,10.8134,47.9299,GER,6.145407122,12231
Ni60,7411,Wl-0,CS76630,10.8134,47.9299,GER,6.441896062,12232
Ni60,7411,Wl-0,CS76630,10.8134,47.9299,GER,7.178626156,12233
Ni60,7411,Wl-0,CS76630,10.8134,47.9299,GER,6.019623935,12234
Ni60,7411,Wl-0,CS76630,10.8134,47.9299,GER,6.567679249,12235
Ni60,7411,Wl-0,CS76630,10.8134,47.9299,GER,6.037592962,12236
Ni60,7397,Ws,,30.0,52.3,Russia,7.991913902,12237
Ni60,7397,Ws,,30.0,52.3,Russia,7.598529539,12238
Ni60,7397,Ws,,30.0,52.3,Russia,7.443246237,12239
Ni60,7397,Ws,,30.0,52.3,Russia,7.381132917,12240
Ni60,7397,Ws,,30.0,52.3,Russia,7.215497396,12241
Ni60,7397,Ws,,30.0,52.3,Russia,7.484655118,12242
Ni60,7408,Wt-3,,9.3,52.3,GER,6.685874017,12243
Ni60,7408,Wt-3,,9.3,52.3,GER,6.685874017,12244
Ni60,7408,Wt-3,,9.3,52.3,GER,7.370100891,12245
Ni60,7408,Wt-3,,9.3,52.3,GER,6.285112563,12246
Ni60,7408,Wt-3,,9.3,52.3,GER,8.523511905,12247
Ni60,7408,Wt-3,,9.3,52.3,GER,6.715198026,12248
Ni60,7418,Zu-1,CS78881,8.55,47.3667,SUI,6.398551125,12249
Ni60,7418,Zu-1,CS78881,8.55,47.3667,SUI,6.747381794,12250
Ni60,7418,Zu-1,CS78881,8.55,47.3667,SUI,6.876947471,12251
Ni60,7418,Zu-1,CS78881,8.55,47.3667,SUI,7.355343817,12252
Ni60,7418,Zu-1,CS78881,8.55,47.3667,SUI,6.438417487,12253
Ni60,7418,Zu-1,CS78881,8.55,47.3667,SUI,6.378617944,12254
Ni60,7284,Ors-2,,22.3955,44.7203,Romania,7.007920402,12255
Ni60,7284,Ors-2,,22.3955,44.7203,Romania,6.612601815,12256
Ni60,7284,Ors-2,,22.3955,44.7203,Romania,6.971982349,12257
Ni60,7284,Ors-2,,22.3955,44.7203,Romania,6.864168189,12258
Ni60,7284,Ors-2,,22.3955,44.7203,Romania,6.774323055,12259
Ni60,7284,Ors-2,,22.3955,44.7203,Romania,6.828230135,12260
Ni60,6910,Ct-1,,15.0,37.3,Italy,7.314055071,12261
Ni60,6910,Ct-1,,15.0,37.3,Italy,6.153751717,12262
Ni60,6910,Ct-1,,15.0,37.3,Italy,6.930740571,12263
Ni60,6910,Ct-1,,15.0,37.3,Italy,6.910020868,12264
Ni60,6910,Ct-1,,15.0,37.3,Italy,6.454187407,12265
Ni60,6910,Ct-1,,15.0,37.3,Italy,6.24699038,12266
Ni60,81,CUR-3,,1.75,45.0,France,7.007367401,12267
Ni60,81,CUR-3,,1.75,45.0,France,7.017552528,12268
Ni60,81,CUR-3,,1.75,45.0,France,6.824035114,12269
Ni60,81,CUR-3,,1.75,45.0,France,7.211069942,12270
Ni60,81,CUR-3,,1.75,45.0,France,7.486068372,12271
Ni60,81,CUR-3,,1.75,45.0,France,8.025880104,12272
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,5.857509386,12273
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,6.214053436,12274
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,5.358347717,12275
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,5.124047341,12276
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,5.08329945,12277
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,4.991616694,12278
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,5.796387549,12279
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,6.275175273,12280
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,5.826948468,12281
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,5.419469554,12282
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,5.093486423,12283
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,5.429656527,12284
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,5.492859563,12285
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,5.15598913,12286
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,5.726797364,12287
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,5.043698986,12288
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,4.950123865,12289
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,4.762973625,12290
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,5.800522941,12291
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,4.603589636,12292
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,7.393364955,12293
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,5.31254244,12294
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,5.073155779,12295
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,6.18722447,12296
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,5.304243904,12297
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,4.672292971,12298
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,5.677198554,12299
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,4.910569552,12300
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,5.666838703,12301
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,4.900209701,12302
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,5.184229661,12303
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,5.15367428,12304
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,6.090705968,12305
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,5.398117329,12306
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,5.805522411,12307
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,6.111076222,12308
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,4.696498158,12309
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,5.276843468,12310
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,4.986670813,12311
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,7.146845023,12312
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,5.255349197,12313
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,4.997417948,12314
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,5.430393514,12315
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,5.949086072,12316
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,4.869358707,12317
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,6.298409632,12318
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,5.250438954,12319
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,4.657647459,12320
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,5.285486862,12321
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,5.178493201,12322
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,5.060800174,12323
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,5.114297005,12324
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,5.59576848,12325
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,5.92744883,12326
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,5.206326219,12327
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,5.634830435,12328
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,4.820672425,12329
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,5.602692619,12330
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,5.217038825,12331
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,5.849082543,12332
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,5.667348925,12333
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,5.167888318,12334
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,5.443101305,12335
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,5.137309097,12336
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,5.290205201,12337
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,4.770358447,12338
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,6.05961071,12339
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,5.211646318,12340
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,5.56417084,12341
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,6.297802954,12342
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,5.09731404,12343
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,6.011972261,12344
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,5.478203427,12345
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,5.00441286,12346
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,5.912511446,12347
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,5.754581257,12348
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,5.646004252,12349
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,5.695357436,12350
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,5.321765886,12351
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,5.191477832,12352
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,6.895244688,12353
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,4.840702303,12354
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,5.94313968,12355
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,4.780569355,12356
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,8.716125892,12357
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,6.439454757,12358
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,5.982215366,12359
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,5.324933741,12360
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,5.248727176,12361
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,5.077262405,12362
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,5.466803358,12363
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,5.68300462,12364
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,5.68300462,12365
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,4.962333745,12366
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,5.363850375,12367
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,6.311017812,12368
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,5.051883399,12369
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,5.517733303,12370
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,5.23822336,12371
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,5.874576439,12372
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,5.014405513,12373
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,5.385842958,12374
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,6.011421814,12375
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,5.415166967,12376
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,6.10916851,12377
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,4.803896639,12378
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,5.55139093,12379
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,6.946713605,12380
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,4.963362088,12381
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,4.594598238,12382
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,5.730789559,12383
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,5.202109249,12384
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,6.181103978,12385
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,5.768390514,12386
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,5.576430763,12387
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,5.163717298,12388
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,5.4708529,12389
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,5.246955788,12390
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,5.354769948,12391
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,4.986404902,12392
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,5.220002248,12393
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,5.139141628,12394
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,6.801276595,12395
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,5.156393834,12396
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,5.077216961,12397
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,5.374130234,12398
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,5.186085161,12399
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,5.225673597,12400
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,5.601763743,12401
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,5.228193041,12402
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,5.323598024,12403
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,7.451129134,12404
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,5.485786494,12405
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,5.142328557,12406
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,5.132788059,12407
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,5.526227665,12408
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,6.048149167,12409
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,5.352253831,12410
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,4.70752727,12411
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,5.792305293,12412
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,4.80986482,12413
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,4.451737414,12414
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,5.318182951,12415
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,5.567161554,12416
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,5.338101239,12417
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,5.646834707,12418
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,5.955568174,12419
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,5.754625999,12420
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,5.072219022,12421
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,5.764811178,12422
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,5.204626346,12423
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,5.194441168,12424
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,4.949996877,12425
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,5.722980597,12426
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,4.89567898,12427
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,4.778883458,12428
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,4.954076742,12429
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,5.323929229,12430
Ni60,6911,Cvi-0,CS76789,-23.6167,15.1111,Cape Verde,6.774140299,12431
Ni60,8283,Dra3-1,CS76811,14.12,55.76,Sweden,6.147885406,12432
Ni60,8283,Dra3-1,CS76811,14.12,55.76,Sweden,6.372465694,12433
Ni60,8283,Dra3-1,CS76811,14.12,55.76,Sweden,7.785450011,12434
Ni60,8283,Dra3-1,CS76811,14.12,55.76,Sweden,5.820372484,12435
Ni60,8283,Dra3-1,CS76811,14.12,55.76,Sweden,6.344393158,12436
Ni60,8283,Dra3-1,CS76811,14.12,55.76,Sweden,7.139781681,12437
Ni60,8284,DraII-1,CS76813,16.2815,49.4112,Czech Republic,7.107942398,12438
Ni60,8284,DraII-1,CS76813,16.2815,49.4112,Czech Republic,6.44502549,12439
Ni60,8284,DraII-1,CS76813,16.2815,49.4112,Czech Republic,6.997456246,12440
Ni60,8284,DraII-1,CS76813,16.2815,49.4112,Czech Republic,7.96421007,12441
Ni60,8284,DraII-1,CS76813,16.2815,49.4112,Czech Republic,6.859348557,12442
Ni60,8284,DraII-1,CS76813,16.2815,49.4112,Czech Republic,6.776483944,12443
Ni60,5896,DraIV 1-14,,16.2815,49.4112,Czech Republic,7.365854328,12444
Ni60,5896,DraIV 1-14,,16.2815,49.4112,Czech Republic,6.257350231,12445
Ni60,5896,DraIV 1-14,,16.2815,49.4112,Czech Republic,5.728997811,12446
Ni60,5896,DraIV 1-14,,16.2815,49.4112,Czech Republic,7.023979233,12447
Ni60,5896,DraIV 1-14,,16.2815,49.4112,Czech Republic,6.84786176,12448
Ni60,5896,DraIV 1-14,,16.2815,49.4112,Czech Republic,7.490172545,12449
Ni60,5887,DraIV 1-5,,16.2815,49.4112,Czech Republic,6.559221811,12450
Ni60,5887,DraIV 1-5,,16.2815,49.4112,Czech Republic,6.956441766,12451
Ni60,5887,DraIV 1-5,,16.2815,49.4112,Czech Republic,7.475883245,12452
Ni60,5887,DraIV 1-5,,16.2815,49.4112,Czech Republic,6.70181359,12453
Ni60,5887,DraIV 1-5,,16.2815,49.4112,Czech Republic,6.212927492,12454
Ni60,5887,DraIV 1-5,,16.2815,49.4112,Czech Republic,7.007367401,12455
Ni60,5889,DraIV 1-7,,16.2815,49.4112,Czech Republic,7.405929259,12456
Ni60,5889,DraIV 1-7,,16.2815,49.4112,Czech Republic,7.354994395,12457
Ni60,5889,DraIV 1-7,,16.2815,49.4112,Czech Republic,7.059572182,12458
Ni60,5889,DraIV 1-7,,16.2815,49.4112,Czech Republic,7.008637318,12459
Ni60,5889,DraIV 1-7,,16.2815,49.4112,Czech Republic,7.925464874,12460
Ni60,5889,DraIV 1-7,,16.2815,49.4112,Czech Republic,7.762473309,12461
Ni60,5987,DraIV 6-16,,16.2815,49.4112,Czech Republic,6.587688471,12462
Ni60,5987,DraIV 6-16,,16.2815,49.4112,Czech Republic,6.466040815,12463
Ni60,5987,DraIV 6-16,,16.2815,49.4112,Czech Republic,6.391180718,12464
Ni60,5987,DraIV 6-16,,16.2815,49.4112,Czech Republic,6.737408664,12465
Ni60,5987,DraIV 6-16,,16.2815,49.4112,Czech Republic,7.195926753,12466
Ni60,5987,DraIV 6-16,,16.2815,49.4112,Czech Republic,7.046206561,12467
Ni60,6005,DraIV 6-35,,16.2815,49.4112,Czech Republic,5.864973196,12468
Ni60,6005,DraIV 6-35,,16.2815,49.4112,Czech Republic,6.334539339,12469
Ni60,6005,DraIV 6-35,,16.2815,49.4112,Czech Republic,7.255257266,12470
Ni60,6005,DraIV 6-35,,16.2815,49.4112,Czech Republic,6.131981395,12471
Ni60,6005,DraIV 6-35,,16.2815,49.4112,Czech Republic,5.699243969,12472
Ni60,6005,DraIV 6-35,,16.2815,49.4112,Czech Republic,6.583133179,12473
Ni60,6008,Duk,CS76824,16.2,49.1,Czech Republic,6.133032015,12474
Ni60,6008,Duk,CS76824,16.2,49.1,Czech Republic,5.998353947,12475
Ni60,6008,Duk,CS76824,16.2,49.1,Czech Republic,6.54742607,12476
Ni60,6008,Duk,CS76824,16.2,49.1,Czech Republic,6.785702651,12477
Ni60,6008,Duk,CS76824,16.2,49.1,Czech Republic,8.101403776,12478
Ni60,6008,Duk,CS76824,16.2,49.1,Czech Republic,7.034339084,12479
Ni60,6913,Eden-2,CS76827,18177,62877,Sweden,8.117546248,12480
Ni60,6913,Eden-2,CS76827,18177,62877,Sweden,6.956441766,12481
Ni60,6913,Eden-2,CS76827,18177,62877,Sweden,7.414772482,12482
Ni60,6913,Eden-2,CS76827,18177,62877,Sweden,7.659215531,12483
Ni60,6913,Eden-2,CS76827,18177,62877,Sweden,6.813849987,12484
Ni60,6913,Eden-2,CS76827,18177,62877,Sweden,7.445327863,12485
Ni60,6914,Edi-0,,-3.16028,55.9494,UK,6.458540784,12486
Ni60,6914,Edi-0,,-3.16028,55.9494,UK,5.918631223,12487
Ni60,6914,Edi-0,,-3.16028,55.9494,UK,6.978076399,12488
Ni60,6914,Edi-0,,-3.16028,55.9494,UK,6.69284116,12489
Ni60,6914,Edi-0,,-3.16028,55.9494,UK,6.448353811,12490
Ni60,6914,Edi-0,,-3.16028,55.9494,UK,7.405929259,12491
Ni60,6916,Est-1,,25.3,58.3,Russia,6.587688471,12492
