phenotype_name,accession_id,accession_name,accession_cs_number,accession_longitude,accession_latitude,accession_country,value,obs_unit_id
Ni60,6916,Est-1,,25.3,58.3,Russia,6.110455357,12493
Ni60,6916,Est-1,,25.3,58.3,Russia,7.345646946,12494
Ni60,6916,Est-1,,25.3,58.3,Russia,6.250818038,12495
Ni60,6916,Est-1,,25.3,58.3,Russia,6.316320622,12496
Ni60,6916,Est-1,,25.3,58.3,Russia,8.393688293,12497
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,6.794710888,12498
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,5.888070305,12499
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,7.670790553,12500
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,7.008637318,12501
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,6.529849594,12502
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,6.12237068,12503
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,6.250818038,12504
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,5.764227412,12505
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,7.167854217,12506
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,6.587688471,12507
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,5.839087508,12508
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,6.40053823,12509
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,6.214846008,12510
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,5.864973196,12511
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,6.610754717,12512
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,6.748862406,12513
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,6.656790613,12514
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,6.122774216,12515
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,7.034339084,12516
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,6.329869191,12517
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,7.07577849,12518
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,5.967274393,12519
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,6.961820125,12520
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,7.127577747,12521
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,6.732368971,12522
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,7.211069942,12523
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,6.650887955,12524
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,6.864775622,12525
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,6.141631603,12526
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,6.141631603,12527
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,7.189833564,12528
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,6.029142944,12529
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,6.878166638,12530
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,6.974890857,12531
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,7.093109346,12532
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,6.792189555,12533
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,6.690075441,12534
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,6.457193068,12535
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,6.933543376,12536
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,7.134669062,12537
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,6.806516627,12538
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,7.568677121,12539
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,8.259910643,12540
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,6.590809529,12541
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,6.751300021,12542
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,8.356204938,12543
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,7.457458184,12544
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,7.842635365,12545
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,6.534689288,12546
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,6.920343082,12547
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,6.18117331,12548
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,6.309724575,12549
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,6.663240552,12550
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,6.224023731,12551
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,6.442022519,12552
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,6.391057151,12553
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,7.226889186,12554
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,7.359399143,12555
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,6.788587021,12556
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,6.146423384,12557
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,7.383959591,12558
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,6.431190612,12559
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,6.145359918,12560
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,6.95521355,12561
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,7.040962758,12562
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,5.850001534,12563
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,6.386302013,12564
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,6.238242461,12565
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,7.087117226,12566
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,6.850221943,12567
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,6.070441635,12568
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,7.175952957,12569
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,6.73489016,12570
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,6.374092473,12571
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,7.436441219,12572
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,6.133560682,12573
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,6.434225421,12574
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,6.213737946,12575
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,6.534712964,12576
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,6.33467073,12577
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,6.267989985,12578
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,6.858590866,12579
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,6.62997117,12580
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,5.972689545,12581
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,6.331608409,12582
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,6.475742584,12583
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,6.908145109,12584
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,6.002158865,12585
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,7.278775845,12586
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,6.424266093,12587
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,6.677181951,12588
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,7.039509654,12589
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,7.298315156,12590
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,7.070566315,12591
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,6.666324678,12592
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,6.412183268,12593
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,6.666324678,12594
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,6.715198026,12595
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,5.86480177,12596
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,6.744522035,12597
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,6.548049983,12598
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,6.10952,12599
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,6.976613376,12600
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,6.697548841,12601
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,6.458350668,12602
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,6.777281566,12603
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,6.382661716,12604
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,7.236882608,12605
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,7.457636321,12606
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,6.622611405,12607
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,6.219495928,12608
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,6.027536177,12609
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,8.086062003,12610
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,5.857902695,12611
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,6.423927035,12612
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,6.262205795,12613
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,6.522756682,12614
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,7.160657129,12615
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,6.898285033,12616
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,6.324252706,12617
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,7.165506978,12618
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,7.046741669,12619
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,6.611268869,12620
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,6.848799487,12621
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,5.924649414,12622
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,6.144080873,12623
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,7.279400165,12624
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,6.554322298,12625
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,6.392133828,12626
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,6.353971835,12627
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,7.439939838,12628
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,6.672408218,12629
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,7.358069798,12630
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,7.030589641,12631
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,6.907784581,12632
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,6.918018336,12633
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,6.294179073,12634
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,6.025282183,12635
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,6.602912541,12636
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,7.100869746,12637
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,6.413688803,12638
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,6.373852226,12639
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,7.363884243,12640
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,6.5694403,12641
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,6.987032629,12642
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,6.844440127,12643
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,7.496291567,12644
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,6.874995663,12645
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,6.608679975,12646
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,6.112299005,12647
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,7.358117911,12648
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,10.17094341,12649
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,7.212123508,12650
Ni60,6917,Fäb-2,CS76850,18.3174,63.0165,Sweden,6.443219652,12651
Ni60,8215,Fei-0,,-8.32,40.5,POR,6.972179976,12652
Ni60,8215,Fei-0,,-8.32,40.5,POR,5.666838703,12653
Ni60,8215,Fei-0,,-8.32,40.5,POR,8.329320506,12654
Ni60,8215,Fei-0,,-8.32,40.5,POR,7.583411207,12655
Ni60,8215,Fei-0,,-8.32,40.5,POR,5.490721229,12656
Ni60,8215,Fei-0,,-8.32,40.5,POR,7.490172545,12657
Ni60,8422,Fjä1-1,CS76859,14.29,56.06,Sweden,6.885145876,12658
Ni60,8422,Fjä1-1,CS76859,14.29,56.06,Sweden,5.856448046,12659
Ni60,8422,Fjä1-1,CS76859,14.29,56.06,Sweden,5.887003427,12660
Ni60,8422,Fjä1-1,CS76859,14.29,56.06,Sweden,7.190699687,12661
Ni60,8422,Fjä1-1,CS76859,14.29,56.06,Sweden,6.783294606,12662
Ni60,8422,Fjä1-1,CS76859,14.29,56.06,Sweden,6.192557238,12663
Ni60,6019,Fjä1-2,CS76860,14.29,56.06,Sweden,7.059572182,12664
Ni60,6019,Fjä1-2,CS76860,14.29,56.06,Sweden,6.214053436,12665
Ni60,6019,Fjä1-2,CS76860,14.29,56.06,Sweden,8.465374435,12666
Ni60,6019,Fjä1-2,CS76860,14.29,56.06,Sweden,7.477238069,12667
Ni60,6019,Fjä1-2,CS76860,14.29,56.06,Sweden,7.701351472,12668
Ni60,6019,Fjä1-2,CS76860,14.29,56.06,Sweden,8.730235729,12669
Ni60,6020,Fjä1-5,CS76861,14.29,56.06,Sweden,6.204030478,12670
Ni60,6020,Fjä1-5,CS76861,14.29,56.06,Sweden,5.736154876,12671
Ni60,6020,Fjä1-5,CS76861,14.29,56.06,Sweden,6.81226876,12672
Ni60,6020,Fjä1-5,CS76861,14.29,56.06,Sweden,6.466040815,12673
Ni60,6020,Fjä1-5,CS76861,14.29,56.06,Sweden,7.130424169,12674
Ni60,6020,Fjä1-5,CS76861,14.29,56.06,Sweden,6.793553736,12675
Ni60,6919,Ga-0,CS76490,8.0,50.3,GER,6.31612498,12676
Ni60,6919,Ga-0,CS76490,8.0,50.3,GER,6.352953697,12677
Ni60,6919,Ga-0,CS76490,8.0,50.3,GER,7.467022389,12678
Ni60,6919,Ga-0,CS76490,8.0,50.3,GER,6.334539339,12679
Ni60,6919,Ga-0,CS76490,8.0,50.3,GER,6.012288064,12680
Ni60,6919,Ga-0,CS76490,8.0,50.3,GER,7.052699322,12681
Ni60,8296,Gd-1,,10.5,53.5,GER,6.785702651,12682
Ni60,8296,Gd-1,,10.5,53.5,GER,5.656478851,12683
Ni60,8296,Gd-1,,10.5,53.5,GER,11.62375324,12684
Ni60,8296,Gd-1,,10.5,53.5,GER,7.469452842,12685
Ni60,8296,Gd-1,,10.5,53.5,GER,8.20500229,12686
Ni60,8296,Gd-1,,10.5,53.5,GER,6.309149488,12687
Ni60,8297,Ge-0,CS76875,6.08,46.5,SUI,5.927743935,12688
Ni60,8297,Ge-0,CS76875,6.08,46.5,SUI,6.406444906,12689
Ni60,8297,Ge-0,CS76875,6.08,46.5,SUI,5.999039824,12690
Ni60,8297,Ge-0,CS76875,6.08,46.5,SUI,6.498111049,12691
Ni60,8297,Ge-0,CS76875,6.08,46.5,SUI,6.141631603,12692
Ni60,8297,Ge-0,CS76875,6.08,46.5,SUI,6.864775622,12693
Ni60,6921,Got-7,,9.9355,51.5338,GER,7.894903956,12694
Ni60,6921,Got-7,,9.9355,51.5338,GER,7.691164499,12695
Ni60,6921,Got-7,,9.9355,51.5338,GER,7.304059531,12696
Ni60,6921,Got-7,,9.9355,51.5338,GER,5.939005169,12697
Ni60,6921,Got-7,,9.9355,51.5338,GER,5.847322414,12698
Ni60,6921,Got-7,,9.9355,51.5338,GER,7.110507046,12699
Ni60,8300,Gr-1,,15.5,47.0,Austria,7.308216898,12700
Ni60,8300,Gr-1,,15.5,47.0,Austria,6.737408664,12701
Ni60,8300,Gr-1,,15.5,47.0,Austria,7.935170204,12702
Ni60,8300,Gr-1,,15.5,47.0,Austria,6.990061489,12703
Ni60,8300,Gr-1,,15.5,47.0,Austria,6.756123688,12704
Ni60,8300,Gr-1,,15.5,47.0,Austria,6.662548567,12705
Ni60,8234,Gul1-2,CS76896,15.8127,56.4606,Sweden,7.908966994,12706
Ni60,8234,Gul1-2,CS76896,15.8127,56.4606,Sweden,6.675204972,12707
Ni60,8234,Gul1-2,CS76896,15.8127,56.4606,Sweden,7.632751616,12708
Ni60,8234,Gul1-2,CS76896,15.8127,56.4606,Sweden,8.323290061,12709
Ni60,8234,Gul1-2,CS76896,15.8127,56.4606,Sweden,6.168810112,12710
Ni60,8234,Gul1-2,CS76896,15.8127,56.4606,Sweden,7.144771115,12711
Ni60,8214,Gy-0,CS78901,2.0,49.0,France,7.158657301,12712
Ni60,8214,Gy-0,CS78901,2.0,49.0,France,6.982539827,12713
Ni60,8214,Gy-0,CS78901,2.0,49.0,France,6.112312312,12714
Ni60,8214,Gy-0,CS78901,2.0,49.0,France,6.226270677,12715
Ni60,8214,Gy-0,CS78901,2.0,49.0,France,6.764982948,12716
Ni60,8214,Gy-0,CS78901,2.0,49.0,France,6.651024583,12717
Ni60,8304,Hi-0,,5.0,52.0,NED,5.673115759,12718
Ni60,8304,Hi-0,,5.0,52.0,NED,5.8768183,12719
Ni60,8304,Hi-0,,5.0,52.0,NED,5.347191694,12720
Ni60,8304,Hi-0,,5.0,52.0,NED,4.970341994,12721
Ni60,8304,Hi-0,,5.0,52.0,NED,6.732368971,12722
Ni60,8304,Hi-0,,5.0,52.0,NED,6.569406938,12723
Ni60,8235,Hod,CS76924,17.1,48.8,Czech Republic,11.79651456,12724
Ni60,8235,Hod,CS76924,17.1,48.8,Czech Republic,7.548546879,12725
Ni60,8235,Hod,CS76924,17.1,48.8,Czech Republic,7.925464874,12726
Ni60,8235,Hod,CS76924,17.1,48.8,Czech Republic,7.385555313,12727
Ni60,8235,Hod,CS76924,17.1,48.8,Czech Republic,6.417792893,12728
Ni60,8235,Hod,CS76924,17.1,48.8,Czech Republic,7.304059531,12729
Ni60,8306,Hov4-1,CS76936,13.74,56.1,Sweden,6.990061489,12730
Ni60,8306,Hov4-1,CS76936,13.74,56.1,Sweden,6.437968279,12731
Ni60,8306,Hov4-1,CS76936,13.74,56.1,Sweden,6.915201392,12732
Ni60,8306,Hov4-1,CS76936,13.74,56.1,Sweden,6.85905632,12733
Ni60,8306,Hov4-1,CS76936,13.74,56.1,Sweden,6.728051152,12734
Ni60,8306,Hov4-1,CS76936,13.74,56.1,Sweden,9.722455002,12735
Ni60,6039,Hovdala-2,CS76937,13.74,56.1,Sweden,7.282878804,12736
Ni60,6039,Hovdala-2,CS76937,13.74,56.1,Sweden,6.44502549,12737
Ni60,6039,Hovdala-2,CS76937,13.74,56.1,Sweden,6.472647028,12738
Ni60,6039,Hovdala-2,CS76937,13.74,56.1,Sweden,6.44502549,12739
Ni60,6039,Hovdala-2,CS76937,13.74,56.1,Sweden,6.242467546,12740
Ni60,6039,Hovdala-2,CS76937,13.74,56.1,Sweden,5.782108583,12741
Ni60,6924,HR-5,CS76514,-0.6383,51.4083,UK,7.137937598,12742
Ni60,6924,HR-5,CS76514,-0.6383,51.4083,UK,8.557237237,12743
Ni60,6924,HR-5,CS76514,-0.6383,51.4083,UK,8.412199317,12744
Ni60,6924,HR-5,CS76514,-0.6383,51.4083,UK,6.899661016,12745
Ni60,6924,HR-5,CS76514,-0.6383,51.4083,UK,7.645570315,12746
Ni60,6924,HR-5,CS76514,-0.6383,51.4083,UK,7.863127194,12747
Ni60,8310,Hs-0,,9.44,52.24,GER,7.536994007,12748
Ni60,8310,Hs-0,,9.44,52.24,GER,7.435142736,12749
Ni60,8310,Hs-0,,9.44,52.24,GER,6.111076222,12750
Ni60,8310,Hs-0,,9.44,52.24,GER,5.907373681,12751
Ni60,8310,Hs-0,,9.44,52.24,GER,7.241625323,12752
Ni60,8310,Hs-0,,9.44,52.24,GER,6.498111049,12753
Ni60,8236,HSm,CS76941,15.76,49.33,Czech Republic,7.650416607,12754
Ni60,8236,HSm,CS76941,15.76,49.33,Czech Republic,6.90676759,12755
Ni60,8236,HSm,CS76941,15.76,49.33,Czech Republic,6.733589051,12756
Ni60,8236,HSm,CS76941,15.76,49.33,Czech Republic,6.458540784,12757
Ni60,8236,HSm,CS76941,15.76,49.33,Czech Republic,7.640229634,12758
Ni60,8236,HSm,CS76941,15.76,49.33,Czech Republic,7.640229634,12759
Ni60,8311,In-0,CS78903,11.5,47.5,Austria,6.728051152,12760
Ni60,8311,In-0,CS78903,11.5,47.5,Austria,6.971346464,12761
Ni60,8311,In-0,CS78903,11.5,47.5,Austria,7.027491537,12762
Ni60,8311,In-0,CS78903,11.5,47.5,Austria,6.699978616,12763
Ni60,8311,In-0,CS78903,11.5,47.5,Austria,6.887128856,12764
Ni60,8311,In-0,CS78903,11.5,47.5,Austria,7.280144362,12765
Ni60,91,JEA,,7.33333,43.6833,France,5.892594734,12766
Ni60,91,JEA,,7.33333,43.6833,France,6.389782414,12767
Ni60,91,JEA,,7.33333,43.6833,France,6.914591633,12768
Ni60,91,JEA,,7.33333,43.6833,France,6.224053188,12769
Ni60,91,JEA,,7.33333,43.6833,France,6.242467546,12770
Ni60,91,JEA,,7.33333,43.6833,France,6.850141378,12771
Ni60,8314,Ka-0,,14.0,47.0,Austria,6.457370541,12772
Ni60,8314,Ka-0,,14.0,47.0,Austria,6.854590495,12773
Ni60,8314,Ka-0,,14.0,47.0,Austria,6.121261349,12774
Ni60,8314,Ka-0,,14.0,47.0,Austria,6.589777192,12775
Ni60,8314,Ka-0,,14.0,47.0,Austria,7.099033544,12776
Ni60,8314,Ka-0,,14.0,47.0,Austria,6.936071512,12777
Ni60,8424,Kas-2,CS78905,77.0,35.0,India,6.749201014,12778
Ni60,8424,Kas-2,CS78905,77.0,35.0,India,7.103856481,12779
Ni60,8424,Kas-2,CS78905,77.0,35.0,India,6.319315599,12780
Ni60,8424,Kas-2,CS78905,77.0,35.0,India,7.254316376,12781
Ni60,8424,Kas-2,CS78905,77.0,35.0,India,6.716959608,12782
Ni60,8424,Kas-2,CS78905,77.0,35.0,India,7.136097887,12783
Ni60,1716,KBS-Mac-8,,-85398,42405,US,7.727460557,12784
Ni60,1716,KBS-Mac-8,,-85398,42405,US,6.531292005,12785
Ni60,1716,KBS-Mac-8,,-85398,42405,US,5.991428322,12786
Ni60,1716,KBS-Mac-8,,-85398,42405,US,6.891201127,12787
Ni60,1716,KBS-Mac-8,,-85398,42405,US,7.251110248,12788
Ni60,1716,KBS-Mac-8,,-85398,42405,US,7.007642313,12789
Ni60,8420,Kelsterbach-4,CS76525,8.5333,50.0667,GER,7.27556896,12790
Ni60,8420,Kelsterbach-4,CS76525,8.5333,50.0667,GER,5.167793835,12791
Ni60,8420,Kelsterbach-4,CS76525,8.5333,50.0667,GER,5.627866578,12792
Ni60,8420,Kelsterbach-4,CS76525,8.5333,50.0667,GER,6.334024742,12793
Ni60,8420,Kelsterbach-4,CS76525,8.5333,50.0667,GER,6.975986709,12794
Ni60,8420,Kelsterbach-4,CS76525,8.5333,50.0667,GER,6.633606993,12795
Ni60,6926,Kin-0,CS76527,-85.37,44.46,US,6.470413655,12796
Ni60,6926,Kin-0,CS76527,-85.37,44.46,US,5.881220359,12797
Ni60,6926,Kin-0,CS76527,-85.37,44.46,US,6.588252315,12798
Ni60,6926,Kin-0,CS76527,-85.37,44.46,US,5.945495991,12799
Ni60,6926,Kin-0,CS76527,-85.37,44.46,US,6.813217028,12800
Ni60,6926,Kin-0,CS76527,-85.37,44.46,US,6.631102736,12801
Ni60,6928,KNO-18,,-86621,41.2816,US,7.389978364,12802
Ni60,6928,KNO-18,,-86621,41.2816,US,6.380864077,12803
Ni60,6928,KNO-18,,-86621,41.2816,US,7.145344598,12804
Ni60,6928,KNO-18,,-86621,41.2816,US,7.216696113,12805
Ni60,6928,KNO-18,,-86621,41.2816,US,5.789665808,12806
Ni60,6928,KNO-18,,-86621,41.2816,US,5.983334206,12807
Ni60,8239,PHW-3,CS76976,7.0,51.0,GER,6.485266961,12808
Ni60,8239,PHW-3,CS76976,7.0,51.0,GER,5.770437216,12809
Ni60,8239,PHW-3,CS76976,7.0,51.0,GER,5.646119,12810
Ni60,8239,PHW-3,CS76976,7.0,51.0,GER,6.226270677,12811
Ni60,8239,PHW-3,CS76976,7.0,51.0,GER,6.288429785,12812
Ni60,8239,PHW-3,CS76976,7.0,51.0,GER,5.780797068,12813
Ni60,8240,Kulturen-1,CS76987,13196,55705,Sweden,6.168855704,12814
Ni60,8240,Kulturen-1,CS76987,13196,55705,Sweden,6.523511171,12815
Ni60,8240,Kulturen-1,CS76987,13196,55705,Sweden,6.007648673,12816
Ni60,8240,Kulturen-1,CS76987,13196,55705,Sweden,7.039373669,12817
Ni60,8240,Kulturen-1,CS76987,13196,55705,Sweden,6.684718202,12818
Ni60,8240,Kulturen-1,CS76987,13196,55705,Sweden,8.286041372,12819
Ni60,94,LAC-3,,6.81667,47.7,France,5.852553267,12820
Ni60,94,LAC-3,,6.81667,47.7,France,5.98094566,12821
Ni60,94,LAC-3,,6.81667,47.7,France,7.393261988,12822
Ni60,94,LAC-3,,6.81667,47.7,France,6.280527911,12823
Ni60,94,LAC-3,,6.81667,47.7,France,5.970246294,12824
Ni60,94,LAC-3,,6.81667,47.7,France,5.841853901,12825
Ni60,96,LAC-5,,6.81667,47.7,France,6.941768293,12826
Ni60,96,LAC-5,,6.81667,47.7,France,6.716803579,12827
Ni60,96,LAC-5,,6.81667,47.7,France,6.45970105,12828
Ni60,96,LAC-5,,6.81667,47.7,France,7.059606952,12829
Ni60,96,LAC-5,,6.81667,47.7,France,6.32043718,12830
Ni60,96,LAC-5,,6.81667,47.7,France,6.491838866,12831
Ni60,8323,Lc-0,,-4.0,57.0,UK,7.226889186,12832
